ad_id,date,impressions,clicks,spend_usd,campaign_name
2504,2024-02-04,7460,0,,Brand_Awareness
2505,2024-12-09,14509,680,$14.39,Launch2024
2506,2024-02-03,0,160,$64.55,Summer Sale
2507,2024-06-26,33254,195,,Brand_AWARENESS
2508,2024-09-15,0,958,,Launch2024
2509,2024-02-16,0,0,,flash_deal
2510,2024-07-08,28856,0,$329.88,summer sale
2511,2024-07-22,0,0,$223.77,Launch2024
2512,2024-09-09,41093,616,,flash_deal
2513,2024-11-30,0,0,$459.37,FLASH_DEAL
2514,2024-01-25,8628,970,$135.94,Launch2024
2515,2024-07-14,0,0,,Brand_Awareness
2516,2024-08-09,5660,0,,launch2024
2517,2024-04-22,6405,234,,FLASH_DEAL
2518,2024-10-24,38690,0,$296.83,FLASH_DEAL
2519,2024-12-16,48824,0,,Brand_AWARENESS
2520,2024-02-10,27511,342,,FLASH_DEAL
2521,2024-04-20,0,0,,SUMMER SALE
2522,2024-11-04,15762,0,$189.22,launch2024
2523,2024-05-30,935,0,,Summer Sale
2524,2024-09-07,0,0,$329.85,SUMMER SALE
2525,2024-08-06,0,472,,Summer Sale
2526,2024-08-03,21773,0,$116.73,launch2024
2527,2024-04-08,9947,0,$40.36,Launch2024
2528,2024-03-12,0,753,$411.37,Launch2024
2529,2024-07-16,0,0,$250.37,Brand_AWARENESS
2530,2024-11-29,23963,0,,Brand_Awareness
2531,2024-06-21,45838,0,,summer sale
2532,2024-07-26,49396,0,$494.68,Launch2024
2533,2024-05-20,0,851,,Launch2024
2534,2024-12-27,0,0,,Brand_Awareness
2535,2024-10-13,0,160,,FLASH_DEAL
2536,2024-04-19,0,0,$238.87,Launch2024
2537,2024-05-13,0,346,,Brand_AWARENESS
2538,2024-10-01,37557,716,,Brand_Awareness
2539,2024-09-05,1894,392,,summer sale
2540,2024-07-02,0,75,$285.46,flash_deal
2541,2024-01-20,0,274,,SUMMER SALE
2542,2024-07-23,4801,0,,FLASH_DEAL
2543,2024-11-22,0,614,$482.45,summer sale
2544,2024-11-29,0,764,,summer sale
2545,2024-09-16,0,532,,summer sale
2546,2024-12-22,0,0,$275.5,Summer Sale
2547,2024-02-12,39332,178,,FLASH_DEAL
2548,2024-06-23,41678,392,,Summer Sale
2549,2024-05-05,26424,0,,Summer Sale
2550,2024-01-08,37734,0,,Summer Sale
2551,2024-08-23,44898,284,$463.41,Summer Sale
2552,2024-05-13,0,473,,launch2024
2553,2024-03-27,16083,0,$482.09,Brand_Awareness
2554,2024-03-09,11270,998,$392.64,Brand_AWARENESS
2555,2024-03-03,45192,472,,FLASH_DEAL
2556,2024-04-22,41971,0,$105.56,summer sale
2557,2024-12-03,20909,0,,Summer Sale
2558,2024-11-18,0,0,,Flash_Deal
2559,2024-12-25,21098,0,,flash_deal
2560,2024-07-09,29811,0,,Summer Sale
2561,2024-01-24,45557,0,$435.16,SUMMER SALE
2562,2024-11-29,0,711,,Summer Sale
2563,2024-10-04,38797,0,,Summer Sale
2564,2024-11-23,27539,179,,flash_deal
2565,2024-03-14,17880,0,,Summer Sale
2566,2024-08-15,0,944,,launch2024
2567,2024-11-04,0,0,,flash_deal
2568,2024-04-04,26567,983,,FLASH_DEAL
2569,2024-08-04,0,0,,flash_deal
2570,2024-02-21,4696,0,$347.13,FLASH_DEAL
2571,2024-09-14,12464,859,,Flash_Deal
2572,2024-07-10,0,0,$478.24,Brand_AWARENESS
2573,2024-03-22,1330,984,$332.59,flash_deal
2574,2024-01-18,0,875,$422.1,FLASH_DEAL
2575,2024-02-17,7062,153,,summer sale
2576,2024-10-19,0,0,,Summer Sale
2577,2024-07-15,32892,602,$474.87,Launch2024
2578,2024-07-25,24043,0,,flash_deal
2579,2024-07-15,0,0,$177.89,Flash_Deal
2580,2024-09-20,0,583,,launch2024
2581,2024-06-21,8922,0,,Brand_AWARENESS
2582,2024-10-01,6160,568,$255.94,Brand_Awareness
2583,2024-06-24,44648,707,,summer sale
2584,2024-10-26,42447,685,,Brand_AWARENESS
2585,2024-02-29,41859,0,$6.79,summer sale
2586,2024-01-13,0,609,,Summer Sale
2587,2024-10-25,14112,466,$343.23,summer sale
2588,2024-11-20,29523,0,,launch2024
2589,2024-09-20,0,177,$10.22,Summer Sale
2590,2024-07-01,0,0,,Flash_Deal
2591,2024-06-21,45467,0,$344.33,Flash_Deal
2592,2024-10-31,27801,0,$133.13,summer sale
2593,2024-12-06,0,0,$199.4,launch2024
2594,2024-09-13,41398,263,,Summer Sale
2595,2024-04-11,0,0,$395.63,launch2024
2596,2024-09-01,3050,161,$199.74,Brand_Awareness
2597,2024-09-07,40512,465,$122.04,FLASH_DEAL
2598,2024-09-30,0,0,,FLASH_DEAL
2599,2024-10-19,0,0,$438.17,summer sale
2600,2024-11-06,28431,0,,Brand_AWARENESS
2601,2024-12-22,0,0,,flash_deal
2602,2024-05-14,17040,0,,summer sale
2603,2024-03-21,0,0,$181.97,summer sale
2604,2024-03-21,21247,177,$461.19,launch2024
2605,2024-11-20,14525,0,,launch2024
2606,2024-05-05,18623,0,,Brand_Awareness
2607,2024-06-17,39636,644,,Brand_AWARENESS
2608,2024-03-13,48527,351,,Summer Sale
2609,2024-07-26,19116,0,$442.44,Flash_Deal
2610,2024-05-03,0,772,$469.59,Flash_Deal
2611,2024-12-29,0,0,,Launch2024
2612,2024-07-22,0,0,,FLASH_DEAL
2613,2024-10-29,0,0,$35.75,Flash_Deal
2614,2024-07-20,0,127,,SUMMER SALE
2615,2024-09-09,46090,480,,summer sale
2616,2024-02-03,4286,37,,Summer Sale
2617,2024-09-06,23471,0,,Brand_Awareness
2618,2024-04-19,0,0,,Summer Sale
2619,2024-05-13,26013,0,,SUMMER SALE
2620,2024-05-10,9826,0,,Launch2024
2621,2024-06-15,22234,0,$80.88,Flash_Deal
2622,2024-09-02,9005,0,,flash_deal
2623,2024-12-27,13421,170,,Flash_Deal
2624,2024-12-25,0,673,,Launch2024
2625,2024-02-24,0,63,$201.01,FLASH_DEAL
2626,2024-12-14,0,0,$331.6,flash_deal
2627,2024-05-11,0,0,,Launch2024
2628,2024-01-19,0,362,,Brand_AWARENESS
2629,2024-11-20,0,0,$110.76,Brand_AWARENESS
2630,2024-11-20,0,376,$242.76,SUMMER SALE
2631,2024-04-13,0,852,,Brand_Awareness
2632,2024-05-10,0,291,$112.98,Launch2024
2633,2024-06-10,44839,0,$276.05,SUMMER SALE
2634,2024-11-06,0,23,,FLASH_DEAL
2635,2024-06-14,0,638,$310.42,FLASH_DEAL
2636,2024-01-11,46369,959,$58.65,Brand_Awareness
2637,2024-12-20,40490,981,,Brand_AWARENESS
2638,2024-10-22,0,0,,Launch2024
2639,2024-03-03,30839,0,,Brand_AWARENESS
2640,2024-05-30,41624,0,,Brand_AWARENESS
2641,2024-06-09,0,0,,Launch2024
2642,2024-12-10,15550,971,,Brand_Awareness
2643,2024-07-23,25808,372,,flash_deal
2644,2024-05-11,0,422,$81.19,SUMMER SALE
2645,2024-01-12,0,0,,SUMMER SALE
2646,2024-08-07,0,0,,Brand_Awareness
2647,2024-06-09,19094,355,,launch2024
2648,2024-07-24,0,0,,Launch2024
2649,2024-10-31,28949,882,,SUMMER SALE
2650,2024-06-29,39499,0,,Brand_Awareness
2651,2024-04-14,0,731,,Summer Sale
2652,2024-09-23,0,665,$191.41,SUMMER SALE
2653,2024-04-09,0,0,$371.44,SUMMER SALE
2654,2024-12-30,38058,0,,Summer Sale
2655,2024-11-19,2131,0,,SUMMER SALE
2656,2024-11-24,1475,239,,flash_deal
2657,2024-02-17,30812,622,$43.14,flash_deal
2658,2024-07-06,31287,0,,Brand_AWARENESS
2659,2024-08-18,0,0,,Brand_Awareness
2660,2024-01-01,45021,0,,Launch2024
2661,2024-03-31,20642,481,,summer sale
2662,2024-09-25,28334,0,$307.77,summer sale
2663,2024-11-19,0,363,$143.08,summer sale
2664,2024-08-01,0,432,,Summer Sale
2665,2024-06-21,4894,876,$179.95,FLASH_DEAL
2666,2024-03-06,0,0,$423.62,launch2024
2667,2024-12-11,3181,0,,Launch2024
2668,2024-01-14,0,570,,Flash_Deal
2669,2024-03-03,8715,0,,Summer Sale
2670,2024-03-06,15037,735,,Brand_Awareness
2671,2024-03-18,0,0,$146.52,Brand_Awareness
2672,2024-08-07,35365,0,,Flash_Deal
2673,2024-07-19,0,0,,Summer Sale
2674,2024-03-16,0,120,,flash_deal
2675,2024-03-13,23578,0,,launch2024
2676,2024-08-20,0,0,,Summer Sale
2677,2024-02-21,1406,798,,summer sale
2678,2024-09-11,0,0,,FLASH_DEAL
2679,2024-07-20,0,237,,summer sale
2680,2024-10-06,0,0,$145.72,Brand_Awareness
2681,2024-12-24,44919,0,,Flash_Deal
2682,2024-04-02,37688,722,,flash_deal
2683,2024-02-20,16795,780,$388.38,Brand_Awareness
2684,2024-09-03,39836,0,,summer sale
2685,2024-01-17,42976,0,,Launch2024
2686,2024-06-11,0,0,$324.26,FLASH_DEAL
2687,2024-10-20,0,244,$5.17,SUMMER SALE
2688,2024-01-26,0,546,,Launch2024
2689,2024-12-29,0,0,,Brand_Awareness
2690,2024-12-26,0,598,$337.77,FLASH_DEAL
2691,2024-01-25,21490,196,,Summer Sale
2692,2024-04-28,0,337,$491.79,Brand_Awareness
2693,2024-10-05,7027,893,,SUMMER SALE
2694,2024-09-04,0,0,,Brand_Awareness
2695,2024-07-08,8367,816,,Brand_AWARENESS
2696,2024-04-30,0,0,,Launch2024
2697,2024-09-02,0,0,,launch2024
2698,2024-06-17,10825,0,$220.08,launch2024
2699,2024-01-24,48907,0,,flash_deal
2700,2024-02-05,4838,4,$440.9,Summer Sale
2701,2024-12-20,49905,0,,Brand_AWARENESS
2702,2024-05-03,40089,982,,Summer Sale
2703,2024-12-26,0,0,$487.95,summer sale
2704,2024-02-06,0,0,,SUMMER SALE
2705,2024-03-22,28589,0,$398.03,Brand_Awareness
2706,2024-06-12,0,0,,FLASH_DEAL
2707,2024-06-23,23437,0,,summer sale
2708,2024-11-27,0,0,$283.25,FLASH_DEAL
2709,2024-02-03,5574,15,$374.57,FLASH_DEAL
2710,2024-03-31,4652,0,$496.0,SUMMER SALE
2711,2024-04-22,0,0,,Flash_Deal
2712,2024-11-18,36145,0,$458.7,Flash_Deal
2713,2024-06-19,43221,0,,Brand_AWARENESS
2714,2024-02-27,0,0,,summer sale
2715,2024-08-18,34851,0,,flash_deal
2716,2024-06-15,39556,287,,FLASH_DEAL
2717,2024-09-27,0,706,$125.85,summer sale
2718,2024-05-19,0,747,,SUMMER SALE
2719,2024-10-08,32169,0,,SUMMER SALE
2720,2024-10-30,0,50,,Launch2024
2721,2024-05-17,0,0,,Launch2024
2722,2024-05-16,0,0,,summer sale
2723,2024-01-27,0,0,$198.15,Flash_Deal
2724,2024-01-30,0,0,,flash_deal
2725,2024-03-27,4452,0,,summer sale
2726,2024-08-19,0,843,,FLASH_DEAL
2727,2024-01-09,18094,0,,summer sale
2728,2024-07-22,8394,0,,FLASH_DEAL
2729,2024-02-16,0,3,$184.32,Flash_Deal
2730,2024-08-28,17677,0,,Summer Sale
2731,2024-07-27,39047,702,,Brand_AWARENESS
2732,2024-07-01,40646,835,$0.69,flash_deal
2733,2024-04-15,0,595,$328.46,Brand_AWARENESS
2734,2024-12-16,5218,166,$99.46,FLASH_DEAL
2735,2024-04-09,0,990,,FLASH_DEAL
2736,2024-08-17,42658,0,,flash_deal
2737,2024-12-12,3782,823,,launch2024
2738,2024-12-05,0,0,,flash_deal
2739,2024-01-04,5855,779,,summer sale
2740,2024-10-18,0,0,,Flash_Deal
2741,2024-10-23,31584,0,,Summer Sale
2742,2024-03-26,29304,0,,Flash_Deal
2743,2024-08-09,0,120,,SUMMER SALE
2744,2024-10-26,0,0,,flash_deal
2745,2024-07-07,0,0,,launch2024
2746,2024-12-15,0,0,,Summer Sale
2747,2024-09-19,39458,934,,summer sale
2748,2024-08-20,0,418,,Brand_Awareness
2749,2024-01-17,32828,0,,summer sale
2750,2024-10-21,40032,428,$358.81,Brand_Awareness
2751,2024-10-23,8563,686,$70.28,FLASH_DEAL
2752,2024-10-07,49000,25,,Summer Sale
2753,2024-02-23,29003,0,,Launch2024
2754,2024-06-28,40917,0,,FLASH_DEAL
2755,2024-09-25,0,0,$150.77,Launch2024
2756,2024-11-10,0,0,$177.99,Brand_AWARENESS
2757,2024-11-05,0,0,,FLASH_DEAL
2758,2024-01-15,0,492,$482.12,launch2024
2759,2024-11-17,28247,160,,Summer Sale
2760,2024-07-22,28718,741,,SUMMER SALE
2761,2024-09-03,0,805,,FLASH_DEAL
2762,2024-02-12,26591,850,$186.61,Summer Sale
2763,2024-02-04,0,0,,Brand_Awareness
2764,2024-08-16,0,0,,Summer Sale
2765,2024-03-09,37262,0,,launch2024
2766,2024-04-20,10362,0,,Launch2024
2767,2024-09-05,29449,0,$449.41,SUMMER SALE
2768,2024-10-19,0,240,,Brand_Awareness
2769,2024-11-25,0,478,$175.7,Brand_AWARENESS
2770,2024-06-28,30409,570,$325.89,Summer Sale
2771,2024-06-24,32516,821,$150.82,Launch2024
2772,2024-09-14,0,0,,launch2024
2773,2024-12-29,0,0,,summer sale
2774,2024-08-18,0,0,$347.78,Brand_Awareness
2775,2024-09-27,42131,0,,Brand_AWARENESS
2776,2024-04-01,0,0,,Flash_Deal
2777,2024-09-15,12230,652,$59.16,Summer Sale
2778,2024-10-05,0,253,,Brand_AWARENESS
2779,2024-01-29,0,106,,summer sale
2780,2024-07-01,0,379,,launch2024
2781,2024-05-19,3416,208,$295.82,flash_deal
2782,2024-10-05,0,0,,Brand_Awareness
2783,2024-09-10,34774,84,,launch2024
2784,2024-12-20,0,0,$133.84,Launch2024
2785,2024-04-26,0,0,,Launch2024
2786,2024-06-28,0,0,,Flash_Deal
2787,2024-03-27,0,33,,FLASH_DEAL
2788,2024-04-24,13566,44,,Flash_Deal
2789,2024-12-12,0,12,,launch2024
2790,2024-02-05,38778,0,,SUMMER SALE
2791,2024-03-14,0,598,,Summer Sale
2792,2024-09-20,0,0,,Brand_Awareness
2793,2024-01-25,8464,0,,Flash_Deal
2794,2024-01-13,26028,0,$118.95,launch2024
2795,2024-02-10,31769,239,$437.33,flash_deal
2796,2024-12-31,0,711,,FLASH_DEAL
2797,2024-02-17,22158,592,$90.9,Brand_AWARENESS
2798,2024-02-07,0,6,,Launch2024
2799,2024-01-04,30586,801,,summer sale
2800,2024-11-08,12331,432,$395.95,Brand_AWARENESS
2801,2024-07-10,0,0,$32.19,FLASH_DEAL
2802,2024-11-17,47310,602,,FLASH_DEAL
2803,2024-01-20,20200,0,,flash_deal
2804,2024-12-05,0,918,$264.98,Flash_Deal
2805,2024-04-21,0,0,,launch2024
2806,2024-03-08,0,0,,flash_deal
2807,2024-03-29,0,827,,SUMMER SALE
2808,2024-02-01,39365,664,,FLASH_DEAL
2809,2024-07-22,0,0,,SUMMER SALE
2810,2024-05-04,0,147,,Brand_Awareness
2811,2024-08-27,0,710,$107.3,flash_deal
2812,2024-12-23,0,0,,flash_deal
2813,2024-03-14,0,0,,Summer Sale
2814,2024-07-19,42752,257,,Brand_AWARENESS
2815,2024-08-10,0,526,$438.17,Brand_AWARENESS
2816,2024-10-06,29517,0,,launch2024
2817,2024-01-14,0,0,,SUMMER SALE
2818,2024-03-08,0,242,$381.2,summer sale
2819,2024-12-14,46577,0,,SUMMER SALE
2820,2024-03-16,28172,0,,Brand_Awareness
2821,2024-01-18,48228,0,$165.71,Summer Sale
2822,2024-11-08,4912,855,$219.87,Flash_Deal
2823,2024-05-25,0,868,,launch2024
2824,2024-05-01,46937,0,,Summer Sale
2825,2024-07-12,14627,0,,SUMMER SALE
2826,2024-06-29,0,0,$354.33,flash_deal
2827,2024-06-23,0,673,,FLASH_DEAL
2828,2024-02-16,5920,75,$142.58,Brand_AWARENESS
2829,2024-08-06,0,503,,Brand_AWARENESS
2830,2024-09-09,8861,0,$110.07,Brand_Awareness
2831,2024-12-08,44440,0,,launch2024
2832,2024-02-13,0,965,$365.67,FLASH_DEAL
2833,2024-06-17,42109,381,,summer sale
2834,2024-06-25,21515,157,$341.01,FLASH_DEAL
2835,2024-04-16,0,0,,Launch2024
2836,2024-05-08,16100,0,$34.34,Brand_Awareness
2837,2024-11-26,0,0,$380.1,FLASH_DEAL
2838,2024-01-04,15392,0,,FLASH_DEAL
2839,2024-09-18,0,0,$438.94,flash_deal
2840,2024-04-08,5282,881,,Summer Sale
2841,2024-09-21,31294,0,$85.97,launch2024
2842,2024-07-27,41447,0,,Brand_Awareness
2843,2024-04-05,0,883,,Brand_AWARENESS
2844,2024-11-01,14328,0,,Launch2024
2845,2024-07-04,0,791,,flash_deal
2846,2024-09-01,0,908,$450.06,SUMMER SALE
2847,2024-06-16,37126,0,,Brand_Awareness
2848,2024-02-26,22410,0,,SUMMER SALE
2849,2024-04-19,0,330,,Brand_Awareness
2850,2024-07-01,0,0,,Summer Sale
2851,2024-05-31,45894,203,,Launch2024
2852,2024-06-10,38229,0,,Launch2024
2853,2024-06-03,0,138,$341.38,SUMMER SALE
2854,2024-04-03,0,884,,FLASH_DEAL
2855,2024-06-12,47028,401,$400.95,Brand_Awareness
2856,2024-12-02,0,0,,Summer Sale
2857,2024-11-13,0,0,,Brand_AWARENESS
2858,2024-09-23,0,5,$89.66,Summer Sale
2859,2024-12-31,0,0,$17.32,Launch2024
2860,2024-10-30,0,0,,SUMMER SALE
2861,2024-07-17,35785,0,,summer sale
2862,2024-05-02,0,185,$26.03,Brand_Awareness
2863,2024-02-29,29790,113,,Brand_AWARENESS
2864,2024-09-09,7048,896,,Launch2024
2865,2024-09-21,0,796,,Brand_Awareness
2866,2024-05-30,19105,441,,flash_deal
2867,2024-12-12,47011,468,,Brand_AWARENESS
2868,2024-07-16,0,714,,Summer Sale
2869,2024-02-26,0,927,,launch2024
2870,2024-12-12,0,0,$302.22,launch2024
2871,2024-10-14,3170,441,$58.19,Brand_AWARENESS
2872,2024-08-12,0,648,,Flash_Deal
2873,2024-07-15,0,598,$385.49,launch2024
2874,2024-09-21,47611,0,,Summer Sale
2875,2024-04-02,0,0,,Brand_AWARENESS
2876,2024-04-29,42497,83,,Flash_Deal
2877,2024-02-16,0,498,$96.37,Launch2024
2878,2024-03-09,0,787,,summer sale
2879,2024-09-17,43870,178,$23.01,Summer Sale
2880,2024-04-10,17699,339,,Launch2024
2881,2024-12-04,0,0,,flash_deal
2882,2024-10-19,0,236,,Brand_Awareness
2883,2024-01-12,0,537,,flash_deal
2884,2024-10-05,31640,141,,Launch2024
2885,2024-03-16,0,0,,Summer Sale
2886,2024-06-14,0,0,$460.3,FLASH_DEAL
2887,2024-02-22,0,529,$285.0,FLASH_DEAL
2888,2024-11-14,0,0,$456.33,flash_deal
2889,2024-05-26,0,0,,FLASH_DEAL
2890,2024-01-21,0,0,,summer sale
2891,2024-04-16,23225,0,$294.09,SUMMER SALE
2892,2024-08-26,24452,0,,summer sale
2893,2024-03-11,44835,0,$485.54,summer sale
2894,2024-05-02,8174,861,$408.24,SUMMER SALE
2895,2024-07-28,3877,0,,Brand_Awareness
2896,2024-05-11,10465,219,,Flash_Deal
2897,2024-05-17,44711,0,$45.64,Launch2024
2898,2024-12-19,0,703,,Summer Sale
2899,2024-09-20,35850,471,$110.63,launch2024
2900,2024-03-10,7768,0,$196.18,launch2024
2901,2024-08-24,3015,603,,summer sale
2902,2024-01-06,0,726,$21.54,SUMMER SALE
2903,2024-12-22,23431,188,,Flash_Deal
2904,2024-06-04,37119,0,,Brand_AWARENESS
2905,2024-07-31,0,0,$292.04,Brand_Awareness
2906,2024-07-12,0,0,$144.96,Brand_Awareness
2907,2024-03-28,0,609,,SUMMER SALE
2908,2024-02-20,0,0,,flash_deal
2909,2024-08-04,0,0,,Launch2024
2910,2024-06-26,47089,0,$104.41,Brand_AWARENESS
2911,2024-01-20,0,0,,Brand_Awareness
2912,2024-05-09,15646,168,$390.29,Brand_Awareness
2913,2024-02-06,0,314,,summer sale
2914,2024-08-15,4161,844,,Brand_AWARENESS
2915,2024-05-22,0,990,$375.52,SUMMER SALE
2916,2024-03-26,0,483,$164.1,Brand_Awareness
2917,2024-02-20,39539,656,,flash_deal
2918,2024-10-30,32076,488,,FLASH_DEAL
2919,2024-11-07,43491,0,,Brand_AWARENESS
2920,2024-03-22,43758,0,,Summer Sale
2921,2024-08-07,25197,0,,Brand_AWARENESS
2922,2024-09-14,29918,0,,Brand_Awareness
2923,2024-05-06,15008,0,,Brand_Awareness
2924,2024-08-08,2893,719,,Brand_AWARENESS
2925,2024-07-15,4963,571,$398.05,Brand_Awareness
2926,2024-01-06,0,233,,summer sale
2927,2024-08-07,3783,344,,Summer Sale
2928,2024-12-18,30815,0,,summer sale
2929,2024-10-19,0,0,$484.62,flash_deal
2930,2024-05-21,36850,0,,Summer Sale
2931,2024-06-07,40960,0,$315.2,SUMMER SALE
2932,2024-09-12,31058,0,,Launch2024
2933,2024-03-04,0,0,,Brand_Awareness
2934,2024-04-13,40142,446,$383.21,launch2024
2935,2024-08-12,33243,496,$183.56,Brand_Awareness
2936,2024-06-10,48443,0,,Brand_AWARENESS
2937,2024-05-08,36061,0,$101.79,SUMMER SALE
2938,2024-02-09,44788,363,,flash_deal
2939,2024-03-06,0,0,,Brand_AWARENESS
2940,2024-05-25,0,860,$384.05,Flash_Deal
2941,2024-02-08,2118,407,,Flash_Deal
2942,2024-12-10,0,0,,Launch2024
2943,2024-04-19,0,902,,SUMMER SALE
2944,2024-09-14,0,143,,Summer Sale
2945,2024-08-27,20109,576,$347.64,Launch2024
2946,2024-03-03,13328,0,$141.82,summer sale
2947,2024-11-08,0,0,,Launch2024
2948,2024-03-14,49561,0,$128.52,Brand_Awareness
2949,2024-03-30,42917,641,,launch2024
2950,2024-04-08,0,29,,Summer Sale
2951,2024-01-31,0,304,,Summer Sale
2952,2024-08-18,17449,0,,summer sale
2953,2024-03-30,38971,0,$412.43,summer sale
2954,2024-01-09,43219,277,,flash_deal
2955,2024-08-18,0,738,$28.61,Flash_Deal
2956,2024-01-06,18776,0,,summer sale
2957,2024-02-09,0,0,,Brand_Awareness
2958,2024-08-15,8515,46,,launch2024
2959,2024-11-07,0,863,,FLASH_DEAL
2960,2024-02-28,16430,941,,Brand_AWARENESS
2961,2024-02-02,8113,0,,Summer Sale
2962,2024-08-16,0,984,,SUMMER SALE
2963,2024-10-10,32543,96,$209.56,Summer Sale
2964,2024-12-02,0,879,,launch2024
2965,2024-03-08,34409,0,,summer sale
2966,2024-08-15,0,740,,Brand_AWARENESS
2967,2024-11-02,7616,0,$352.09,launch2024
2968,2024-01-08,0,0,$250.57,launch2024
2969,2024-01-05,6348,0,,summer sale
2970,2024-02-06,18293,883,,Launch2024
2971,2024-12-17,0,0,,FLASH_DEAL
2972,2024-06-22,7402,0,,FLASH_DEAL
2973,2024-02-16,2590,0,$337.8,Brand_Awareness
2974,2024-07-21,14428,118,,Brand_AWARENESS
2975,2024-01-13,0,0,,Brand_AWARENESS
2976,2024-03-16,14665,336,$482.54,SUMMER SALE
2977,2024-03-31,0,0,,summer sale
2978,2024-10-16,9125,391,,summer sale
2979,2024-06-10,0,0,,summer sale
2980,2024-04-14,16123,481,,FLASH_DEAL
2981,2024-02-05,0,150,,flash_deal
2982,2024-11-06,27034,231,,summer sale
2983,2024-08-09,9795,0,,Launch2024
2984,2024-02-24,39152,0,$283.62,flash_deal
2985,2024-04-11,25727,618,,Flash_Deal
2986,2024-11-01,0,169,,summer sale
2987,2024-06-28,5449,768,,Brand_Awareness
2988,2024-07-27,14659,0,$446.2,summer sale
2989,2024-02-07,27684,51,,Launch2024
2990,2024-05-29,18294,481,,Brand_Awareness
2991,2024-07-04,0,105,$467.48,Summer Sale
2992,2024-05-07,0,690,,flash_deal
2993,2024-07-27,34492,0,,Brand_Awareness
2994,2024-02-26,28812,0,,Brand_Awareness
2995,2024-01-08,0,618,$478.32,Brand_Awareness
2996,2024-05-14,10903,420,$203.78,Summer Sale
2997,2024-02-06,0,0,,FLASH_DEAL
2998,2024-07-18,0,0,,FLASH_DEAL
2999,2024-11-26,0,0,,summer sale
3000,2024-07-05,0,0,,launch2024
3001,2024-02-05,2990,902,$379.86,launch2024
3002,2024-09-16,0,588,,summer sale
3003,2024-12-05,10098,349,,launch2024
3004,2024-07-27,4734,852,$416.89,launch2024
3005,2024-02-21,0,286,$416.63,Brand_Awareness
3006,2024-12-15,0,941,$339.28,Brand_AWARENESS
3007,2024-08-13,39083,115,,Summer Sale
3008,2024-02-04,0,357,,SUMMER SALE
3009,2024-02-20,45784,0,,launch2024
3010,2024-02-09,34567,0,$11.51,SUMMER SALE
3011,2024-03-11,0,0,$175.09,launch2024
3012,2024-09-13,0,102,,SUMMER SALE
3013,2024-06-30,36817,0,$170.96,Brand_AWARENESS
3014,2024-08-31,0,703,,Brand_Awareness
3015,2024-09-10,0,0,,Flash_Deal
3016,2024-07-12,28254,123,$265.31,launch2024
3017,2024-12-13,27713,257,,flash_deal
3018,2024-07-05,0,0,,FLASH_DEAL
3019,2024-07-30,0,532,,Brand_AWARENESS
3020,2024-12-15,25789,0,,summer sale
3021,2024-03-13,0,0,$122.26,FLASH_DEAL
3022,2024-05-23,0,26,,Brand_Awareness
3023,2024-09-09,0,0,,Brand_AWARENESS
3024,2024-01-16,29541,703,,summer sale
3025,2024-08-18,0,0,,Flash_Deal
3026,2024-06-20,27694,661,$138.64,FLASH_DEAL
3027,2024-09-27,23805,284,,launch2024
3028,2024-09-14,0,0,,Brand_Awareness
3029,2024-09-09,0,0,$446.52,flash_deal
3030,2024-04-25,32107,0,,launch2024
3031,2024-05-15,0,0,$271.2,Flash_Deal
3032,2024-12-12,10972,0,,launch2024
3033,2024-06-09,2542,0,,Flash_Deal
3034,2024-02-20,29986,863,,Launch2024
3035,2024-12-06,33262,343,,Launch2024
3036,2024-10-07,0,0,$206.73,Brand_AWARENESS
3037,2024-11-25,0,0,$119.17,launch2024
3038,2024-08-16,38410,0,$284.94,Flash_Deal
3039,2024-04-06,0,0,,Brand_Awareness
3040,2024-01-08,0,0,,FLASH_DEAL
3041,2024-08-27,0,0,,Brand_AWARENESS
3042,2024-11-04,0,0,,Flash_Deal
3043,2024-04-13,27612,0,,FLASH_DEAL
3044,2024-09-09,0,0,,Brand_AWARENESS
3045,2024-09-25,0,0,$340.16,FLASH_DEAL
3046,2024-03-21,32980,0,,flash_deal
3047,2024-05-14,0,104,,Flash_Deal
3048,2024-08-01,3765,0,,FLASH_DEAL
3049,2024-05-24,11208,0,,SUMMER SALE
3050,2024-12-17,0,0,,Flash_Deal
3051,2024-09-10,35137,0,$78.52,FLASH_DEAL
3052,2024-12-17,0,672,,SUMMER SALE
3053,2024-05-28,0,0,,Summer Sale
3054,2024-02-29,48218,765,$224.33,FLASH_DEAL
3055,2024-03-31,15791,913,,Flash_Deal
3056,2024-02-21,44865,0,,Flash_Deal
3057,2024-12-06,0,0,,FLASH_DEAL
3058,2024-09-03,9199,384,$32.58,FLASH_DEAL
3059,2024-01-31,0,877,,launch2024
3060,2024-08-18,1998,456,,FLASH_DEAL
3061,2024-07-10,24723,0,,Brand_Awareness
3062,2024-04-17,0,0,,Brand_AWARENESS
3063,2024-05-07,0,0,$135.04,launch2024
3064,2024-12-23,0,0,,FLASH_DEAL
3065,2024-01-11,22323,0,,flash_deal
3066,2024-08-25,0,0,,launch2024
3067,2024-09-23,43623,766,,launch2024
3068,2024-01-03,17532,0,$437.36,Launch2024
3069,2024-12-05,6162,91,,Summer Sale
3070,2024-07-21,0,727,$132.81,Brand_AWARENESS
3071,2024-06-10,0,368,$224.71,Launch2024
3072,2024-06-22,0,0,$120.02,Summer Sale
3073,2024-04-19,2474,762,$491.43,launch2024
